City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
186,Novo Aripuana,BR,-5.1206,-60.3797,75.97,98,100,1.36
187,Mount Hagen,PG,-5.8581,144.2274,63.36,94,75,0.0
188,Tiksi,RU,71.6872,128.8694,-19.25,100,100,2.55
189,Coquimbo,CL,-29.9533,-71.3436,67.73,59,0,12.66
190,Karratha,AU,-20.7377,116.8463,85.82,25,0,9.8
191,Carmelo,UY,-33.9892,-58.2856,79.16,59,34,13.58
192,Dobroye,RU,52.8678,39.8109,21.7,73,90,9.82
193,Tigil,RU,57.8,158.6667,21.74,71,100,22.06
194,Guerrero Negro,MX,27.9769,-114.0611,67.5,45,45,9.15
195,Ulladulla,AU,-35.35,150.4667,65.88,67,2,3.15
196,Impfondo,CG,1.6381,18.0667,73.94,83,99,3.33
197,Krasnoarmeysk,RU,51.0239,45.6969,16.29,80,10,8.41
198,Vila,PT,42.0304,-8.1588,46.33,91,34,4.12
199,Hare Bay,CA,48.8499,-54.0148,40.35,76,100,18.57
200,Haines Junction,CA,60.7522,-137.5108,-5.85,54,99,8.05
201,Taksimo,RU,56.3444,114.8794,-7.83,99,100,1.74
202,Port Alfred,ZA,-33.5906,26.891,71.01,94,100,9.98
203,Ocampo,MX,21.65,-101.5,71.96,27,63,2.44
204,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,55,75,4.61
205,General Roca,AR,-39.0333,-67.5833,75.61,18,6,30.42
206,Rorvik,NO,64.8621,11.2373,42.91,87,75,20.71
207,Adrar,MR,20.5022,-10.0711,68.31,16,35,10.27
208,Verkhnyaya Inta,RU,65.9811,60.3094,10.8,94,100,10.33
209,Ziway,ET,7.9333,38.7167,61.86,60,99,10.87
210,Umm Kaddadah,SD,13.6017,26.6876,71.44,29,12,11.63
211,Thinadhoo,MV,0.5333,72.9333,80.51,75,91,7.96
212,Hanamaki,JP,39.3833,141.1167,28.99,84,66,21.85
213,Cabo San Lucas,MX,22.8909,-109.9124,76.3,68,20,4.61
214,Tilichiki,RU,60.4667,166.1,-8.16,84,100,16.71
215,Gewane,ET,10.1664,40.6453,72.9,58,67,5.95
216,Agua Dulce,MX,18.1333,-94.1333,73.18,84,34,21.21
217,Labuhan,ID,-6.8844,112.2051,77.92,87,98,8.5
218,Whitehorse,CA,60.7161,-135.0538,-3.23,70,90,5.99
219,Castelo Do Piaui,BR,-5.3222,-41.5525,88.23,30,87,5.61
220,Arraial Do Cabo,BR,-22.9661,-42.0278,77.27,88,83,24.65
221,Kalmunai,LK,7.4167,81.8167,77.07,89,100,6.67
222,Montlucon,FR,46.3333,2.6,46.11,93,95,3.58
223,Manokwari,ID,-0.8667,134.0833,79.56,79,100,3.98
224,Port Augusta,AU,-32.5,137.7667,77.7,68,24,17.56
225,Andenes,NO,69.3143,16.1194,34.07,93,75,8.05
226,Mount Isa,AU,-20.7333,139.5,85.77,16,8,6.91
227,Byron Bay,AU,-28.65,153.6167,75.18,83,97,8.68
228,Beisfjord,NO,68.3751,17.5988,33.96,94,91,3.87
229,Tekeli,KZ,44.83,78.8239,28.99,89,100,5.84
230,Chuy,UY,-33.6971,-53.4616,70.7,73,0,13.94
231,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,83,75,16.11
232,Tucuman,AR,-26.8241,-65.2226,95.0,46,20,6.91
233,Mogzon,RU,51.7435,111.9606,6.76,89,99,4.65
234,Tilbury,GB,51.4625,0.3586,54.25,88,100,11.12
235,Lumphat,KH,13.4878,106.9816,64.62,85,49,4.88
236,Krasnyy Chikoy,RU,50.3643,108.7512,-2.15,96,6,1.05
237,Anito,PH,12.4497,125.2886,78.06,90,99,15.41
238,Christchurch,NZ,-43.5333,172.6333,64.33,73,75,3.0
239,Sitka,US,57.0531,-135.33,33.69,75,90,5.75
240,Ostrovnoy,RU,68.0531,39.5131,30.52,89,100,16.55
241,San Cristobal,VE,7.7669,-72.225,75.38,66,63,4.83
242,Kristiinankaupunki,FI,62.2743,21.376,31.05,98,100,9.04
243,The Valley,AI,18.217,-63.0578,81.1,78,20,10.36
244,Haimen,CN,23.1935,116.6142,62.49,74,86,11.99
245,Flin Flon,CA,54.7682,-101.865,10.24,85,90,3.44
246,Broken Hill,AU,-31.95,141.4333,83.68,15,4,14.05
247,Nanortalik,GL,60.1432,-45.2371,21.87,77,29,0.38
248,Galle,LK,6.0367,80.217,77.32,85,96,3.36
249,San Juan,AR,-31.5375,-68.5364,78.71,38,3,20.24
250,Paramonga,PE,-10.6667,-77.8333,70.54,78,63,9.62
251,Ozernovskiy,RU,51.5,156.5167,33.19,87,100,14.79
252,Kodinsk,RU,58.6881,99.1844,-18.62,99,31,3.2
253,San Patricio,US,28.017,-97.5169,68.09,30,0,7.18
254,Miyako,JP,39.6367,141.9525,32.67,58,14,21.45
255,Saldanha,ZA,-33.0117,17.9442,62.64,91,100,11.99
256,Vanimo,PG,-2.6741,141.3028,80.8,81,100,5.26
257,Upernavik,GL,72.7868,-56.1549,6.26,91,100,10.02
258,High Level,CA,58.5169,-117.136,-0.29,78,75,5.75
259,Fez,MA,34.0372,-4.9998,50.11,76,0,3.44
260,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.39,78,21,10.85
261,Challans,FR,46.8436,-1.8749,52.0,96,38,8.5
262,Flinders,AU,-34.5833,150.8552,67.8,75,17,3.53
263,Makat,KZ,47.6469,53.3463,24.8,50,0,11.07
264,Srednekolymsk,RU,67.45,153.6833,-43.06,99,98,1.25
265,Namibe,AO,-15.1961,12.1522,71.56,76,41,3.62
266,Penzance,GB,50.1186,-5.5371,54.61,85,93,28.83
267,Saint Anthony,US,45.0205,-93.218,35.94,64,1,5.01
268,Longyearbyen,SJ,78.2186,15.6401,31.84,74,75,18.41
269,Buraydah,SA,26.326,43.975,50.45,32,67,5.35
270,Half Moon Bay,US,37.4636,-122.4286,57.11,88,90,4.0
271,Iskateley,RU,67.6803,53.1512,17.04,95,100,9.08
272,Khatanga,RU,71.9667,102.5,-51.32,99,80,2.98
273,Nsanje,MW,-16.92,35.262,82.98,63,71,5.14
274,Kavaratti,IN,10.5669,72.642,80.85,74,89,2.95
275,Firozpur,IN,30.9167,74.6,50.22,28,0,4.68
276,Cao Bang,VN,22.6667,106.25,55.17,77,68,1.81
277,Mujiayingzi,CN,42.1167,118.7833,15.89,39,0,8.3
278,Taoudenni,ML,22.6783,-3.9836,68.94,16,58,12.68
279,Kahului,US,20.8947,-156.47,81.97,75,40,20.71
280,Meulaboh,ID,4.1363,96.1285,75.51,91,87,2.19
281,Oksovskiy,RU,62.6062,39.8984,16.97,94,100,6.67
282,Nhulunbuy,AU,-12.2333,136.7667,84.81,74,78,0.0
283,Kavieng,PG,-2.5744,150.7967,84.36,74,100,5.53
284,Vaitape,PF,-16.5167,-151.75,80.74,73,53,10.85
285,Jalu,LY,29.0331,21.5482,55.13,65,3,9.35
286,Xichang,CN,27.8964,102.2634,42.26,89,63,0.78
287,Nantucket,US,41.2835,-70.0995,44.13,45,1,12.66
288,Meadow Lake,US,34.8014,-106.5436,61.57,22,3,4.56
289,Raudeberg,NO,61.9875,5.1352,43.47,87,97,5.01
290,Mwinilunga,ZM,-11.7358,24.4293,65.95,81,99,3.51
291,Ban Nahin,LA,18.2418,104.2122,61.5,82,3,5.39
292,Torbay,CA,47.6666,-52.7314,52.68,92,90,33.38
293,Nautla,MX,20.2167,-96.7833,70.95,59,32,9.22
294,Sibolga,ID,1.7427,98.7792,75.76,90,100,1.52
295,Warren,US,39.4334,-84.1666,46.02,52,1,1.01
296,Ascension,US,30.2169,-90.9001,65.05,44,1,4.61
297,Yar-Sale,RU,66.8333,70.8333,-15.86,99,81,4.16
298,Sambava,MG,-14.2667,50.1667,74.89,85,95,7.9
299,Varhaug,NO,58.6147,5.6457,43.9,88,100,13.73
300,York,US,40.1254,-77.0,44.19,35,1,5.75
301,Felanitx,ES,39.4696,3.1483,49.14,86,0,4.16
302,Georgetown,MY,5.4112,100.3354,78.89,82,20,0.0
303,Leningradskiy,RU,69.3833,178.4167,-31.59,91,3,4.27
304,Tezu,IN,27.9167,96.1667,58.59,53,35,3.67
305,Leninskoye,KZ,41.7589,69.3864,40.93,87,81,2.98
306,Ribeira Grande,PT,38.5167,-28.7,58.71,53,100,21.34
307,Raton,US,36.9034,-104.4391,65.05,11,1,3.0
308,Shiyan,CN,32.6475,110.7781,38.12,85,7,2.33
309,Polyarnyy,RU,69.1989,33.4478,25.27,91,89,12.46
310,Lac Du Bonnet,CA,50.2536,-96.0612,32.59,94,100,4.32
311,Grand Gaube,MU,-20.0064,57.6608,75.6,78,98,3.0
312,Civitavecchia,IT,42.0933,11.7967,44.01,63,3,8.08
313,Okha,RU,53.5739,142.9478,25.25,85,100,20.04
314,Mizan Teferi,ET,6.9833,35.5833,64.96,50,100,2.26
315,Aksarka,RU,66.5606,67.7975,-7.98,100,89,2.37
316,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,94.93,31,28,10.51
317,Ocumare Del Tuy,VE,10.1165,-66.7761,80.6,71,87,4.5
318,Kirakira,SB,-10.4544,161.9205,83.3,82,96,13.94
319,Araouane,ML,18.9048,-3.5265,72.25,9,28,9.01
320,West Bay,KY,19.3667,-81.4167,84.27,78,20,3.0
321,Opuwo,NA,-18.0607,13.84,75.83,51,36,8.55
322,Hay River,CA,60.8156,-115.7999,-2.22,78,75,10.36
323,Mayo,US,38.8876,-76.5119,49.1,43,1,1.01
324,Ahipara,NZ,-35.1667,173.1667,71.49,88,100,7.7
325,Saint-Francois,FR,46.4154,3.9054,43.48,97,90,3.44
326,San Andres,CO,12.5847,-81.7006,82.42,78,75,8.05
327,Vostok,RU,46.4856,135.8833,1.74,96,100,8.14
328,Udachnyy,RU,66.4167,112.4,-46.55,71,100,3.83
329,Mackay,AU,-21.15,149.2,83.68,66,16,16.26
330,Victoria Point,AU,-27.5833,153.3,79.45,70,16,4.0
331,Carutapera,BR,-1.195,-46.02,80.28,79,29,7.72
332,Maine-Soroa,NE,13.2114,12.0241,72.16,18,100,8.81
333,Kununurra,AU,-15.7667,128.7333,85.98,70,10,0.0
334,Asbury Park,US,40.2204,-74.0121,47.97,50,1,5.75
335,Lunino,RU,53.5918,45.2271,19.9,74,27,8.37
336,Kuching,MY,1.55,110.3333,75.42,94,40,3.44
337,Galesong,ID,-5.3166,119.3661,73.42,85,100,6.55
338,Husavik,IS,66.0449,-17.3389,40.91,79,94,15.5
339,Lorengau,PG,-2.0226,147.2712,82.94,82,100,15.77
340,Maykor,RU,59.0059,55.88,8.33,90,100,5.14
341,Bluefield,US,37.2698,-81.2223,39.24,50,1,0.0
342,Laguna,US,38.421,-121.4238,54.91,83,90,4.0
343,Camacha,PT,33.0833,-16.3333,62.53,88,40,2.3
344,Hinton,CA,53.4001,-117.5857,27.1,84,99,2.17
345,Qingdao,CN,36.0986,120.3719,22.6,74,0,2.24
346,Vallenar,CL,-28.5708,-70.7581,75.4,29,0,10.25
347,Real,PH,14.6625,121.6047,78.15,89,100,16.53
348,Warburton,PK,31.55,73.8333,50.2,29,0,4.18
349,Saint-Georges,GD,12.0564,-61.7485,76.68,88,75,9.22
350,Uinskoye,RU,56.8817,56.5813,8.94,90,99,3.83
351,Cerqueira Cesar,BR,-23.0356,-49.1661,81.07,27,82,6.69
352,Quatre Cocos,MU,-20.2078,57.7625,75.31,70,100,12.08
353,Djougou,BJ,9.7085,1.666,78.98,22,11,5.86
354,Klamath Falls,US,42.2249,-121.7817,40.87,66,90,5.01
355,Sabzevar,IR,36.2126,57.6819,40.8,61,3,3.29
356,Tottori,JP,35.5,134.2333,48.27,61,75,21.85
357,Marovoay,MG,-16.1,46.6333,82.54,72,77,0.74
358,Reftinskiy,RU,57.0901,61.6769,9.0,65,68,11.05
359,Bhadrapur,NP,26.544,88.0944,59.54,64,2,2.53
360,Riyadh,SA,24.6877,46.7219,51.94,29,33,6.22
361,Coatzintla,MX,20.4833,-97.45,70.38,52,90,0.0
362,Raga,SS,8.4596,25.678,76.82,29,60,2.53
363,Cururupu,BR,-1.8283,-44.8683,79.57,83,70,5.66
364,Vidim,RU,56.4088,103.1106,5.9,97,100,4.21
365,Ponta Delgada,PT,37.7333,-25.6667,56.5,67,20,10.36
366,Conde,BR,-7.2597,-34.9075,80.06,83,20,8.05
367,Yuli,NG,9.6989,10.2744,76.17,22,74,5.68
368,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,27.19,74,75,4.47
369,Saquena,PE,-4.6667,-73.5167,84.25,72,75,3.6
370,Dulmen,DE,51.8333,7.3,49.62,92,100,9.6
371,Pastavy,BY,55.1168,26.8326,27.1,97,96,6.42
372,Morondava,MG,-20.2833,44.2833,80.01,75,91,6.24
373,Kupang,ID,-10.1667,123.5833,77.58,100,40,1.14
374,Wladyslawowo,PL,54.7909,18.4009,34.93,92,98,8.84
375,Hualmay,PE,-11.0964,-77.6139,71.17,76,78,10.71
376,Namatanai,PG,-3.6667,152.4333,82.98,74,97,3.74
377,Port-Gentil,GA,-0.7193,8.7815,79.36,80,100,4.56
378,Bowen,AU,-20.0167,148.2333,81.57,63,8,11.21
379,Salalah,OM,17.0151,54.0924,73.49,38,0,9.22
380,Saint-Joseph,RE,-21.3667,55.6167,77.38,74,89,12.55
381,Black River,JM,18.0264,-77.8487,82.4,73,39,5.82
382,Krasnoselkup,RU,65.7,82.4667,-16.58,93,100,5.91
383,Soyo,AO,-6.1349,12.3689,78.28,88,93,2.1
384,Lianran,CN,24.9227,102.485,41.54,95,100,2.77
385,General Cepeda,MX,25.3833,-101.45,67.41,33,0,3.13
386,Berlevag,NO,70.8578,29.0864,30.2,74,75,11.5
387,Khani,GE,41.9563,42.9566,44.17,43,72,7.7
388,Valle Hermoso,MX,25.6667,-97.8333,69.69,48,76,6.93
389,Chipinge,ZW,-20.1883,32.6236,66.47,85,3,7.96
390,Farafangana,MG,-22.8167,47.8333,74.57,81,8,5.39
391,Fortuna,US,40.5982,-124.1573,52.66,77,40,1.01
392,Urcos,PE,-13.6861,-71.6228,66.09,55,99,8.48
393,Swan River,CA,52.1058,-101.2676,22.89,80,94,2.3
394,San Ramon,US,37.7799,-121.978,55.62,77,90,3.0
395,Broome,US,42.2506,-75.833,41.63,54,1,1.99
396,Awbari,LY,26.5921,12.7805,52.23,57,1,5.57
397,Buala,SB,-8.145,159.5921,83.93,78,100,7.54
398,Poso,ID,-1.3959,120.7524,76.77,87,84,4.09
399,Klaksvik,FO,62.2266,-6.589,41.92,69,100,17.81
400,Iqaluit,CA,63.7506,-68.5145,6.53,65,75,10.0
401,Dudinka,RU,69.4058,86.1778,-29.16,93,81,6.38
402,Yarkovo,RU,57.4028,67.0786,12.34,88,37,7.52
403,Tabas,IR,33.5959,56.9244,48.29,40,25,2.62
404,Saint-Pierre,RE,-21.3393,55.4781,78.48,68,75,11.5
405,Zhanaozen,KZ,43.3,52.8,23.68,65,0,9.42
406,Palmer,US,42.1584,-72.3287,41.56,52,1,5.75
407,Guozhen,CN,34.3659,107.359,33.76,73,7,2.46
408,Kruisfontein,ZA,-34.0033,24.7314,68.88,95,100,8.43
409,Peniche,PT,39.3558,-9.3811,61.61,73,4,6.91
410,Huarmey,PE,-10.0681,-78.1522,71.4,75,79,9.35
411,Marystown,CA,47.1666,-55.1483,42.85,100,100,11.99
412,Tugolesskiy Bor,RU,55.5505,39.8242,17.74,92,68,6.67
413,Rio Gallegos,AR,-51.6226,-69.2181,55.45,21,40,34.52
414,Lufilufi,WS,-13.8745,-171.5986,89.38,71,69,12.84
415,Manuk Mangkaw,PH,4.8,119.85,81.66,78,49,3.69
416,Pilna,RU,55.5539,45.9219,14.56,85,66,6.87
417,Martil,MA,35.6166,-5.2752,60.87,94,20,6.91
418,Mandalgovi,MN,45.7625,106.2708,11.95,45,0,13.65
419,Serenje,ZM,-13.2325,30.2352,70.65,45,12,7.23
420,Port Macquarie,AU,-31.4333,152.9167,73.89,64,1,10.27
421,Seoul,KR,37.5683,126.9778,24.24,58,0,6.91
422,Touros,BR,-5.1989,-35.4608,83.3,75,8,15.01
423,Anadyr,RU,64.75,177.4833,-30.5,68,75,8.95
424,Zambezi,ZM,-13.5432,23.1047,73.15,58,100,4.25
425,Henties Bay,NA,-22.116,14.2845,60.85,87,0,3.85
426,Port Hardy,CA,50.6996,-127.4199,38.75,100,75,3.44
427,Kita,ML,13.0349,-9.4895,76.46,13,20,3.69
428,Coihaique,CL,-45.5752,-72.0662,55.35,58,75,5.75
429,Porto Torres,IT,40.835,8.3972,37.58,67,7,2.48
430,Monywa,MM,22.1167,95.1333,64.09,69,1,6.26
431,Pula,HR,44.8683,13.8481,47.26,74,0,5.75
432,Valparaiso,CL,-33.0393,-71.6273,69.44,52,0,16.11
433,Puerto Escondido,MX,15.85,-97.0667,86.83,62,1,8.05
434,Bafra,TR,41.5678,35.9069,40.78,49,0,8.3
435,Olafsvik,IS,64.8945,-23.7142,41.94,90,98,20.96
436,Beyneu,KZ,45.3167,55.2,22.21,69,7,9.53
437,Saint-Augustin,CA,51.226,-58.6502,28.96,72,91,29.82
438,Lamu,KE,-2.2717,40.902,80.82,82,85,9.95
439,Arua,UG,3.0201,30.9111,68.07,37,97,0.92
440,Darhan,MN,49.4867,105.9228,2.59,91,11,0.94
441,Talnakh,RU,69.4865,88.3972,-24.83,85,92,1.03
442,Ushtobe,KZ,45.2514,77.9838,34.7,90,100,3.94
443,Samarai,PG,-10.6167,150.6667,82.99,77,100,11.14
444,Bezhetsk,RU,57.7851,36.6965,28.96,97,100,10.8
445,Kenai,US,60.5544,-151.2583,6.85,56,1,14.97
446,Madanapalle,IN,13.55,78.5,64.44,99,70,2.75
447,Trincomalee,LK,8.5711,81.2335,80.42,80,100,14.03
448,Chumikan,RU,54.7183,135.315,6.51,93,100,10.89
449,Enumclaw,US,47.2043,-121.9915,40.01,92,100,5.73
450,Miri,MY,4.4148,114.0089,75.34,94,40,0.0
451,Bonham,US,33.5773,-96.1783,58.32,35,1,12.66
452,Gazli,UZ,40.1333,63.45,44.53,89,100,3.8
453,Tallahassee,US,30.4383,-84.2807,64.63,75,40,5.75
454,Tarakan,ID,3.3,117.6333,76.5,94,20,2.3
455,Rocha,UY,-34.4833,-54.3333,72.72,68,59,11.81
456,Paamiut,GL,61.994,-49.6678,10.53,79,1,7.09
457,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.3,89,88,22.37
458,Nusaybin,TR,37.0778,41.2178,51.82,30,100,5.06
459,Sao Filipe,CV,14.8961,-24.4956,75.29,69,89,5.08
460,Sharan,RU,54.8167,54.0,9.64,92,31,2.82
461,Maarianhamina,AX,60.0973,19.9348,26.46,100,75,0.0
462,Clyde River,CA,70.4692,-68.5914,-1.97,92,90,10.36
463,Burgeo,CA,47.6167,-57.6152,35.58,69,100,32.73
464,Shakawe,BW,-18.3667,21.85,70.59,76,99,9.28
465,Evensk,RU,61.95,159.2333,11.16,48,100,23.02
466,Kozlovka,RU,55.8428,48.2492,14.52,90,32,5.91
467,Urengoy,RU,65.9667,78.3667,-25.55,90,71,7.45
468,Bull Savanna,JM,17.8868,-77.5902,78.03,72,25,4.83
469,Dingle,PH,10.9995,122.6711,75.34,92,92,7.99
470,Roxas,PH,11.5853,122.7511,77.97,89,99,14.92
471,Vargem Alta,BR,-20.6714,-41.0069,71.11,93,98,4.05
472,Cap Malheureux,MU,-19.9842,57.6142,75.69,78,97,3.0
473,Hambantota,LK,6.1241,81.1185,78.26,81,100,13.58
474,Bouna,CI,9.2667,-3.0,80.96,20,67,2.51
475,Podporozhye,RU,60.9112,34.1706,25.2,96,100,4.97
476,Bubaque,GW,11.2833,-15.8333,81.39,73,22,14.25
477,Lagoa,PT,39.05,-27.9833,57.96,51,100,22.84
478,Hanna,CA,51.6334,-111.9018,27.32,91,76,4.14
479,Coos Bay,US,43.3665,-124.2179,49.93,96,98,1.01
480,Belaya Gora,RU,68.5333,146.4167,-42.32,98,82,1.5
481,Mombetsu,JP,44.3525,143.3525,31.86,76,54,23.2
482,Uyuni,BO,-20.4597,-66.825,58.93,14,0,11.88
483,Vawkavysk,BY,53.1561,24.4513,29.17,90,89,4.79
484,Ambon,ID,-3.6954,128.1814,77.14,94,40,6.91
485,Mahibadhoo,MV,3.7833,72.9667,80.29,81,94,10.27
486,Verkh-Usugli,RU,52.7,115.1667,-2.79,98,97,2.44
487,Guadalupe Victoria,MX,32.2869,-115.105,69.08,13,3,3.33
488,Port Blair,IN,11.6667,92.75,79.11,74,72,12.48
489,Wucheng,CN,29.6008,118.175,46.2,91,100,3.09
490,Saint Albans,GB,51.75,-0.3333,53.11,86,90,13.8
491,Aras,ES,42.5617,-2.356,43.32,100,0,2.3
492,Sept-Iles,CA,50.2001,-66.3821,29.05,66,40,23.0
