City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
72,Port Alfred,ZA,2021-12-11 13:51:52,-33.5906,26.891,72.95,78,17,10.83
73,Saint Anthony,US,2021-12-11 13:58:50,45.0205,-93.218,24.73,91,20,3.0
74,Busselton,AU,2021-12-11 13:57:29,-33.65,115.3333,61.09,85,74,10.42
75,Qui Nhon,VN,2021-12-11 14:01:32,13.7667,109.2333,72.45,89,100,13.76
76,Nouakchott,MR,2021-12-11 14:00:14,18.0858,-15.9785,89.53,22,77,10.25
77,Taoudenni,ML,2021-12-11 14:01:33,22.6783,-3.9836,78.4,12,66,11.45
78,Mackay,AU,2021-12-11 14:01:33,-21.15,149.2,74.68,78,52,7.58
79,Grand Gaube,MU,2021-12-11 13:58:54,-20.0064,57.6608,82.8,67,100,7.0
80,Venice,US,2021-12-11 14:01:34,27.0998,-82.4543,73.98,97,1,8.05
81,Sumenep,ID,2021-12-11 14:01:34,-7.0167,113.8667,81.41,79,100,3.65
82,Zhezkazgan,KZ,2021-12-11 14:01:35,47.8043,67.7144,24.78,68,90,6.71
83,Itabera,BR,2021-12-11 14:01:35,-23.8619,-49.1372,85.82,29,33,7.78
84,Saint-Pierre,RE,2021-12-11 14:01:36,-21.3393,55.4781,83.84,76,90,17.27
85,Shimoda,JP,2021-12-11 13:57:26,34.6667,138.95,54.46,75,0,1.72
86,Esperance,AU,2021-12-11 13:57:26,-33.8667,121.9,58.84,73,0,16.13
87,Alofi,NU,2021-12-11 14:00:17,-19.0595,-169.9187,77.79,70,100,3.98
88,Hokitika,NZ,2021-12-11 14:01:37,-42.7167,170.9667,58.46,89,100,5.61
89,Nichinan,JP,2021-12-11 13:58:52,31.6,131.3667,50.76,80,0,5.1
90,Talnakh,RU,2021-12-11 14:01:38,69.4865,88.3972,-25.65,88,73,4.18
91,Talaya,RU,2021-12-11 14:01:38,61.3833,152.75,-28.05,100,100,1.66
92,Galesong,ID,2021-12-11 14:01:38,-5.3166,119.3661,80.62,79,100,5.53
93,Tiksi,RU,2021-12-11 13:56:23,71.6872,128.8694,-11.09,97,100,5.77
94,Victoria,HK,2021-12-11 13:57:59,22.2855,114.1577,70.95,84,0,1.01
95,Iqaluit,CA,2021-12-11 14:00:12,63.7506,-68.5145,-9.31,69,55,5.99
96,Iranshahr,IR,2021-12-11 14:02:39,27.2025,60.6848,66.29,20,11,6.55
97,Egvekinot,RU,2021-12-11 14:02:40,66.3167,-179.1667,-25.69,80,16,5.73
98,Aginskoye,RU,2021-12-11 14:02:40,51.1,114.53,3.94,73,22,15.28
99,Tezu,IN,2021-12-11 13:59:19,27.9167,96.1667,61.88,63,0,4.07
100,Kapit,MY,2021-12-11 14:02:41,2.0167,112.9333,74.03,99,100,2.08
101,Pevek,RU,2021-12-11 14:02:41,69.7008,170.3133,-28.55,97,100,5.55
102,Narayanpet,IN,2021-12-11 14:02:42,16.7333,77.5,78.93,55,98,10.85
103,Playa Vicente,MX,2021-12-11 14:02:42,17.8333,-95.8167,71.71,87,9,2.71
104,Avarua,CK,2021-12-11 13:57:27,-21.2078,-159.775,71.65,100,20,2.3
105,Ilulissat,GL,2021-12-11 14:00:15,69.2167,-51.1,24.82,39,40,11.5
106,Mataura,NZ,2021-12-11 13:54:48,-46.1927,168.8643,46.47,91,7,1.92
107,Hambantota,LK,2021-12-11 14:02:44,6.1241,81.1185,80.94,89,40,14.97
108,Brae,GB,2021-12-11 14:02:44,60.3964,-1.353,46.31,80,100,18.59
109,Waddan,LY,2021-12-11 14:02:45,29.1614,16.139,71.33,13,1,15.14
110,Severo-Kurilsk,RU,2021-12-11 13:56:11,50.6789,156.125,34.52,92,100,18.9
111,Nuevitas,CU,2021-12-11 14:02:45,21.5453,-77.2644,78.24,72,27,13.38
112,Huarmey,PE,2021-12-11 13:58:49,-10.0681,-78.1522,68.5,83,90,7.94
113,Koulikoro,ML,2021-12-11 14:02:46,14.0,-7.75,92.52,6,98,7.94
114,Mahebourg,MU,2021-12-11 14:01:38,-20.4081,57.7,81.25,83,75,14.97
115,Puerto Ayora,EC,2021-12-11 13:57:44,-0.7393,-90.3518,70.56,91,100,8.93
116,Arlit,NE,2021-12-11 14:02:47,18.7369,7.3853,82.92,6,100,2.95
117,Nanortalik,GL,2021-12-11 14:02:47,60.1432,-45.2371,27.3,76,100,19.44
118,Kiunga,PG,2021-12-11 14:02:47,-6.1219,141.2906,74.1,99,99,0.81
119,Pacific Grove,US,2021-12-11 13:56:08,36.6177,-121.9166,49.57,55,67,5.7
120,Tevriz,RU,2021-12-11 14:02:48,57.509,72.4042,3.24,96,52,5.55
121,Kalabo,ZM,2021-12-11 14:02:49,-14.97,22.6814,88.02,31,96,1.86
122,Kahului,US,2021-12-11 13:55:16,20.8947,-156.47,71.96,92,66,13.91
123,Sitka,US,2021-12-11 14:02:49,57.0531,-135.33,31.89,86,90,6.91
124,Bilma,NE,2021-12-11 14:02:50,18.6853,12.9164,79.11,7,42,4.05
125,Tabas,IR,2021-12-11 14:02:50,33.5959,56.9244,59.25,31,10,7.43
126,Pisco,PE,2021-12-11 13:57:42,-13.7,-76.2167,69.03,77,90,2.3
127,Naze,JP,2021-12-11 13:54:56,28.3667,129.4833,64.85,63,100,5.66
128,Cuauhtemoc,MX,2021-12-11 14:02:51,28.4167,-106.8667,37.83,87,22,0.25
129,Wajima,JP,2021-12-11 14:02:51,37.4,136.9,52.86,74,56,3.24
130,Madras,IN,2021-12-11 14:01:40,13.0878,80.2785,82.96,82,40,1.99
131,Hithadhoo,MV,2021-12-11 13:56:15,-0.6,73.0833,80.35,81,41,12.71
132,Bambous Virieux,MU,2021-12-11 13:56:21,-20.3428,57.7575,82.65,69,75,8.05
133,Pangnirtung,CA,2021-12-11 14:02:52,66.1451,-65.7125,-13.2,88,27,3.53
134,Rennes,FR,2021-12-11 14:02:53,48.1667,-1.6667,51.19,87,90,4.61
135,Skibbereen,IE,2021-12-11 14:02:53,51.55,-9.2667,57.0,92,100,19.24
136,Lagoa,PT,2021-12-11 14:00:18,39.05,-27.9833,63.45,82,99,13.58
137,Sao Miguel Do Araguaia,BR,2021-12-11 14:00:33,-13.275,-50.1628,78.33,85,100,6.26
138,Dingle,PH,2021-12-11 13:57:34,10.9995,122.6711,76.55,91,100,8.46
139,Baykit,RU,2021-12-11 14:02:54,61.67,96.37,3.47,98,100,3.4
140,Nassau,US,2021-12-11 14:03:55,40.7507,-73.5829,56.66,83,90,1.99
141,Gayny,RU,2021-12-11 14:03:55,60.3071,54.3241,1.0,96,64,4.88
142,La Ligua,CL,2021-12-11 14:01:12,-32.4524,-71.2311,64.6,67,99,3.53
143,Linxia,CN,2021-12-11 14:03:56,35.6003,103.2064,25.81,80,100,4.16
144,Neiafu,TO,2021-12-11 14:03:56,-18.65,-173.9833,77.68,88,20,8.05
145,Shumikha,RU,2021-12-11 14:03:57,55.2261,63.2961,8.8,92,10,7.78
146,Tuktoyaktuk,CA,2021-12-11 13:56:24,69.4541,-133.0374,-8.05,96,100,9.93
147,Dondo,MZ,2021-12-11 14:03:57,-19.6094,34.7431,90.99,44,30,14.76
148,Salalah,OM,2021-12-11 14:00:26,17.0151,54.0924,77.85,52,0,6.73
149,Zhuzhou,CN,2021-12-11 14:01:47,27.8333,113.15,51.96,75,100,10.71
150,Cayenne,GF,2021-12-11 14:00:07,4.9333,-52.3333,84.24,84,90,5.99
151,Srednekolymsk,RU,2021-12-11 14:03:58,67.45,153.6833,-49.14,100,53,1.36
152,Farap,TM,2021-12-11 14:03:59,39.1704,63.6116,48.76,64,42,7.2
153,Atuona,PF,2021-12-11 13:54:56,-9.8,-139.0333,78.33,75,25,17.85
154,Swinoujscie,PL,2021-12-11 14:04:00,53.9105,14.2471,35.98,90,100,11.25
155,Rio Gallegos,AR,2021-12-11 14:01:38,-51.6226,-69.2181,56.73,64,46,10.98
156,Lasa,IT,2021-12-11 14:04:00,46.6166,10.7002,36.63,89,36,8.37
157,Stornoway,GB,2021-12-11 14:04:01,58.2093,-6.3865,48.92,94,75,4.0
158,Ballina,AU,2021-12-11 13:58:51,-28.8667,153.5667,69.98,90,90,8.05
159,Cabo San Lucas,MX,2021-12-11 13:53:24,22.8909,-109.9124,70.52,81,20,4.61
160,Novokruchininskiy,RU,2021-12-11 14:04:01,51.7833,113.7667,2.93,74,7,11.27
161,Carnarvon,AU,2021-12-11 14:01:46,-24.8667,113.6333,70.84,69,0,24.43
162,Inverell,AU,2021-12-11 14:04:02,-29.7833,151.1167,64.67,82,93,1.01
163,Beringovskiy,RU,2021-12-11 13:58:56,63.05,179.3167,-21.1,95,38,6.06
164,Sioux Lookout,CA,2021-12-11 14:04:03,50.1001,-91.917,-5.53,100,100,3.53
165,Kjopsvik,NO,2021-12-11 14:04:03,68.097,16.3742,31.05,74,100,8.79
166,San Patricio,US,2021-12-11 13:55:03,28.017,-97.5169,75.29,60,47,27.11
167,Leningradskiy,RU,2021-12-11 13:54:53,69.3833,178.4167,-23.49,85,42,12.03
168,Yellowknife,CA,2021-12-11 13:52:25,62.456,-114.3525,-8.59,87,40,12.66
169,Harper,LR,2021-12-11 14:04:04,4.375,-7.7169,84.63,68,99,8.72
170,Norman Wells,CA,2021-12-11 14:02:57,65.282,-126.8329,-3.14,97,100,7.61
171,Athabasca,CA,2021-12-11 13:59:42,54.7169,-113.2854,27.01,86,67,10.16
172,Ancud,CL,2021-12-11 14:00:30,-41.8697,-73.8203,56.43,78,28,18.1
173,Belen De Umbria,CO,2021-12-11 14:04:06,5.2009,-75.8687,66.09,90,96,0.36
174,Rzhyshchiv,UA,2021-12-11 14:04:06,49.9689,31.0463,43.77,86,100,15.05
175,East London,ZA,2021-12-11 13:55:04,-33.0153,27.9116,74.34,83,75,11.5
176,Cravo Norte,CO,2021-12-11 14:04:07,6.3017,-70.2041,83.97,52,93,13.44
177,Yumen,CN,2021-12-11 14:00:25,40.2833,97.2,21.99,54,0,1.01
178,Buraydah,SA,2021-12-11 14:04:07,26.326,43.975,63.48,28,51,4.68
179,Qeshm,IR,2021-12-11 14:04:08,26.9581,56.2719,75.07,58,38,5.23
180,Kavaratti,IN,2021-12-11 14:03:05,10.5669,72.642,82.0,68,0,1.45
181,Nerchinskiy Zavod,RU,2021-12-11 14:04:09,51.3088,119.61,-10.28,98,19,3.44
182,Novomalorossiyskaya,RU,2021-12-11 14:04:09,45.6348,39.8948,44.58,74,56,11.79
183,Ketchikan,US,2021-12-11 14:04:10,55.3422,-131.6461,34.27,93,90,0.0
184,Namatanai,PG,2021-12-11 14:04:10,-3.6667,152.4333,80.83,84,100,9.26
185,Ipoti,NG,2021-12-11 14:04:10,7.8738,5.0769,92.53,17,25,5.68
186,Gat,IL,2021-12-11 14:00:24,31.61,34.7642,74.91,40,4,5.61
187,Troitskoye,RU,2021-12-11 14:04:11,52.9821,84.6757,7.99,92,100,4.23
188,Le Port,RE,2021-12-11 14:04:17,-20.9373,55.2919,84.16,73,54,3.94
189,Shasta Lake,US,2021-12-11 14:02:38,40.6804,-122.3708,36.54,85,99,1.59
190,Chuy,UY,2021-12-11 14:05:12,-33.6971,-53.4616,73.72,53,27,6.33
191,Mehran,IR,2021-12-11 14:05:12,33.1222,46.1646,64.27,35,37,9.53
192,Kodiak,US,2021-12-11 13:57:28,57.79,-152.4072,19.54,62,42,36.84
193,Killybegs,IE,2021-12-11 14:05:13,54.6333,-8.45,55.11,93,100,16.8
194,Vestmannaeyjar,IS,2021-12-11 13:56:06,63.4427,-20.2734,43.79,81,75,21.85
195,Henties Bay,NA,2021-12-11 14:01:40,-22.116,14.2845,62.85,73,8,15.14
196,Zambezi,ZM,2021-12-11 14:05:14,-13.5432,23.1047,88.05,32,80,3.33
197,Saskylakh,RU,2021-12-11 13:57:37,71.9167,114.0833,-38.52,100,100,3.4
198,Coihueco,CL,2021-12-11 14:05:14,-36.6167,-71.8333,56.14,100,90,2.3
199,Kulhudhuffushi,MV,2021-12-11 14:05:15,6.6221,73.07,82.11,72,8,9.06
200,Praia Da Vitoria,PT,2021-12-11 14:05:15,38.7333,-27.0667,66.76,90,51,21.72
201,Lakes Entrance,AU,2021-12-11 14:05:16,-37.8811,147.981,54.16,86,28,5.88
202,Kuusamo,FI,2021-12-11 14:05:17,65.9667,29.1833,21.24,93,90,6.91
203,Tilichiki,RU,2021-12-11 14:05:17,60.4667,166.1,-13.61,84,5,8.59
204,Schleswig,DE,2021-12-11 14:05:17,54.5167,9.55,40.91,96,100,10.36
205,Touros,BR,2021-12-11 14:05:18,-5.1989,-35.4608,88.7,59,23,16.62
206,Lorengau,PG,2021-12-11 13:56:17,-2.0226,147.2712,82.6,83,100,11.36
207,Tuatapere,NZ,2021-12-11 14:05:18,-46.1333,167.6833,46.81,79,32,0.96
208,Airai,TL,2021-12-11 14:02:54,-8.9266,125.4092,63.21,93,100,0.56
209,Vao,NC,2021-12-11 14:05:19,-22.6667,167.4833,78.26,86,100,14.03
210,Mazatlan,MX,2021-12-11 14:04:44,23.2167,-106.4167,69.03,88,40,0.0
211,Poum,NC,2021-12-11 14:05:20,-20.2333,164.0167,81.97,78,100,11.97
212,Carndonagh,IE,2021-12-11 14:05:20,55.25,-7.2667,53.22,98,100,8.21
213,Bonavista,CA,2021-12-11 14:05:20,48.6499,-53.1147,27.12,87,100,12.5
214,Orbe,CH,2021-12-11 14:05:21,46.725,6.5307,41.23,98,100,3.4
215,Maceio,BR,2021-12-11 14:05:21,-9.6658,-35.7353,90.84,55,75,17.27
216,Gorin,RU,2021-12-11 14:05:22,51.1983,136.6669,10.69,98,100,2.57
217,Husavik,IS,2021-12-11 14:05:22,66.0449,-17.3389,38.88,89,100,30.6
218,Ayr,GB,2021-12-11 14:05:23,55.4627,-4.6339,50.5,93,90,16.11
219,Lompoc,US,2021-12-11 14:02:59,34.6391,-120.4579,54.12,81,1,8.05
220,Sturgis,US,2021-12-11 14:05:23,41.7992,-85.4192,57.42,2,100,29.53
221,Raudeberg,NO,2021-12-11 14:05:24,61.9875,5.1352,38.07,58,0,12.28
222,Faya,SA,2021-12-11 13:57:44,18.3851,42.4509,69.91,18,3,6.22
223,Hasaki,JP,2021-12-11 13:59:01,35.7333,140.8333,41.4,52,7,5.97
224,Seydi,TM,2021-12-11 14:05:25,39.4816,62.9137,47.89,65,12,6.46
225,Nishihara,JP,2021-12-11 14:05:25,26.1842,127.7558,67.28,64,20,5.75
226,Minna,NG,2021-12-11 14:05:25,9.6139,6.5569,99.63,11,14,4.14
227,Ariquemes,BR,2021-12-11 14:05:26,-9.9133,-63.0408,83.91,68,100,5.17
228,Souillac,MU,2021-12-11 14:01:46,-20.5167,57.5167,81.36,83,75,14.97
229,Richards Bay,ZA,2021-12-11 14:05:27,-28.783,32.0377,86.5,63,47,16.35
230,Porto Velho,BR,2021-12-11 14:05:27,-8.7619,-63.9039,84.25,74,40,4.61
231,Djenne,ML,2021-12-11 14:05:28,13.9061,-4.5533,92.91,6,52,6.91
232,Ina,JP,2021-12-11 14:05:28,35.8276,137.9538,37.71,90,18,2.3
233,Fortuna,US,2021-12-11 14:00:14,40.5982,-124.1573,49.32,74,90,5.01
234,Aklavik,CA,2021-12-11 14:06:29,68.2191,-135.0107,-1.32,92,100,21.34
235,Anadyr,RU,2021-12-11 14:06:30,64.75,177.4833,-29.0,73,18,7.02
236,Fort Nelson,CA,2021-12-11 14:00:13,58.8053,-122.7002,-5.44,100,27,2.37
237,Mana,GF,2021-12-11 14:04:16,5.6592,-53.7767,82.08,79,72,8.75
238,Sao Filipe,CV,2021-12-11 14:00:05,14.8961,-24.4956,76.17,65,74,7.2
239,Saldanha,ZA,2021-12-11 14:02:55,-33.0117,17.9442,66.63,66,33,11.77
240,Broome,US,2021-12-11 14:06:31,42.2506,-75.833,47.77,81,90,1.99
241,Salaga,GH,2021-12-11 14:06:31,8.5508,-0.5188,99.46,11,100,5.14
242,Clyde River,CA,2021-12-11 14:06:32,70.4692,-68.5914,-16.94,95,36,4.45
243,Maragogi,BR,2021-12-11 14:02:32,-9.0122,-35.2225,85.1,61,52,13.47
244,Peniche,PT,2021-12-11 14:05:28,39.3558,-9.3811,67.73,87,7,13.73
245,Chambas,CU,2021-12-11 14:06:33,22.1928,-78.9136,80.22,74,3,9.75
246,Thap Than,TH,2021-12-11 14:06:33,15.4606,99.8917,75.47,65,0,1.88
247,Batagay,RU,2021-12-11 14:06:34,67.6333,134.6333,-21.26,99,100,1.32
248,Khasan,RU,2021-12-11 14:06:34,42.4308,130.6434,33.24,76,35,5.03
249,Vallenar,CL,2021-12-11 14:06:35,-28.5708,-70.7581,68.83,47,0,4.92
250,Presidencia Roque Saenz Pena,AR,2021-12-11 14:06:35,-26.7852,-60.4388,83.34,39,97,2.48
251,Araouane,ML,2021-12-11 14:06:36,18.9048,-3.5265,84.9,5,2,9.98
252,Aswan,EG,2021-12-11 14:06:36,24.0934,32.907,84.33,26,100,6.44
253,Coffeyville,US,2021-12-11 14:06:36,37.0373,-95.6164,33.03,77,1,6.91
254,Minggang,CN,2021-12-11 14:06:37,32.4586,114.0486,47.52,80,98,3.49
255,Kloulklubed,PW,2021-12-11 14:01:39,7.0419,134.2556,81.1,78,49,8.99
256,Wufeng,CN,2021-12-11 14:06:38,27.45,104.8333,34.32,96,100,5.35
257,Tasiilaq,GL,2021-12-11 13:57:40,65.6145,-37.6368,34.68,69,100,17.56
258,Roura,GF,2021-12-11 14:06:13,4.7263,-52.3274,84.11,79,75,6.91
259,Caranavi,BO,2021-12-11 14:06:38,-15.8167,-67.55,77.43,65,100,2.62
260,Bengkulu,ID,2021-12-11 14:00:49,-3.8004,102.2655,77.61,88,100,3.02
261,Cedar City,US,2021-12-11 14:05:29,37.6775,-113.0619,10.4,78,1,3.44
262,Pec,XK,2021-12-11 14:06:39,42.6591,20.2883,41.29,99,100,2.77
263,Port Lincoln,AU,2021-12-11 14:00:20,-34.7333,135.8667,63.52,72,9,13.53
264,Finschhafen,PG,2021-12-11 14:06:40,-6.6024,147.8681,81.16,80,100,5.61
265,Katsuura,JP,2021-12-11 14:01:35,35.1333,140.3,51.91,70,1,5.41
266,Mataruska Banja,RS,2021-12-11 14:06:41,43.6901,20.6109,40.95,93,75,8.05
267,Eureka,US,2021-12-11 14:05:35,40.8021,-124.1637,49.57,77,86,5.99
268,Altamira,BR,2021-12-11 14:06:41,-3.2033,-52.2064,79.88,88,99,2.01
269,Ahipara,NZ,2021-12-11 14:06:42,-35.1667,173.1667,67.87,96,100,7.96
270,Torbay,CA,2021-12-11 13:58:53,47.6666,-52.7314,27.28,85,75,6.91
271,Vanimo,PG,2021-12-11 14:06:42,-2.6741,141.3028,80.46,88,100,11.72
272,Pryazha,RU,2021-12-11 14:06:43,61.6926,33.6216,9.63,80,93,7.09
273,Saint-Augustin,CA,2021-12-11 14:06:43,51.226,-58.6502,23.27,75,13,8.93
274,Zhangye,CN,2021-12-11 14:06:44,38.9342,100.4517,23.94,57,0,7.2
275,Gerede,TR,2021-12-11 14:06:44,40.8008,32.1969,44.62,68,100,8.99
276,Rocha,UY,2021-12-11 14:06:45,-34.4833,-54.3333,77.59,41,6,3.89
277,Mazagao,BR,2021-12-11 14:04:13,-0.115,-51.2894,91.45,64,95,6.42
278,Miri,MY,2021-12-11 14:07:45,4.4148,114.0089,77.85,91,100,6.62
279,Laguna,US,2021-12-11 14:04:21,38.421,-121.4238,46.65,94,1,0.0
280,Waipawa,NZ,2021-12-11 14:07:46,-41.4122,175.5153,54.45,96,100,11.63
281,Macroom,IE,2021-12-11 14:07:46,51.9,-8.95,55.54,94,100,13.49
282,Luanda,AO,2021-12-11 14:07:47,-8.8368,13.2343,84.2,74,40,9.22
283,Hami,CN,2021-12-11 14:04:11,42.8,93.45,23.94,49,0,4.03
284,Dehloran,IR,2021-12-11 14:07:47,32.6941,47.2679,66.31,38,68,6.53
285,Avera,US,2021-12-11 14:07:48,33.194,-82.5271,65.86,93,100,10.6
286,Sao Joao Da Barra,BR,2021-12-11 14:07:49,-21.6403,-41.0511,86.09,73,16,6.58
287,Namibe,AO,2021-12-11 14:07:49,-15.1961,12.1522,78.46,62,91,13.82
288,Codrington,AU,2021-12-11 14:00:29,-38.2667,141.9667,53.62,78,3,11.65
289,Moron,AR,2021-12-11 14:04:04,-34.6534,-58.6198,83.01,50,2,4.0
290,Yertarskiy,RU,2021-12-11 14:07:50,56.7902,64.2995,11.41,92,5,4.65
291,Chokurdakh,RU,2021-12-11 14:07:50,70.6333,147.9167,-48.87,100,67,2.73
292,Charters Towers,AU,2021-12-11 14:06:46,-20.1,146.2667,77.99,73,6,11.36
293,Poya,NC,2021-12-11 14:07:51,-21.35,165.15,80.58,78,99,4.21
294,Baruun-Urt,MN,2021-12-11 14:07:51,46.6806,113.2792,5.49,72,2,11.95
295,Teacapan,MX,2021-12-11 14:07:52,22.55,-105.75,67.3,56,100,2.24
